source,post_id,author,context,text,coin_symbol,influencer_handle,engagement_score,sentiment_compound,created_at
twitter,tw_2403_0344,DegenDesk,social spike watch,PEPE community activity accelerating.,PEPE,DegenDesk,1167,0.857,2026-03-24T17:12:00
twitter,tw_2403_0345,AltcoinNora,meme momentum,PEPE rotation into meme basket continues.,PEPE,AltcoinNora,840,-0.565,2026-03-24T17:15:00
twitter,tw_2403_0346,CryptoKing,meme momentum,DOGE community activity accelerating.,DOGE,CryptoKing,1505,0.108,2026-03-24T17:18:00
twitter,tw_2403_0347,DegenDesk,social spike watch,SHIB volume confirms trend continuation.,SHIB,DegenDesk,1055,-0.227,2026-03-24T17:21:00
twitter,tw_2403_0348,ChainAlpha,(doge OR pepe OR shib OR bonk OR wif) lang:en,BONK watch exchange inflow risk.,BONK,ChainAlpha,1042,-0.165,2026-03-24T17:24:00
twitter,tw_2403_0349,BonkRadar,social spike watch,WIF buyers defending support aggressively.,WIF,BonkRadar,927,0.302,2026-03-24T17:27:00
twitter,tw_2403_0350,MemeRiskLab,(doge OR pepe OR shib OR bonk OR wif) lang:en,BONK buyers defending support aggressively.,BONK,MemeRiskLab,965,0.298,2026-03-24T17:30:00
twitter,tw_2403_0351,WifSignals,meme momentum,BONK new wave of retail mentions.,BONK,WifSignals,1408,0.253,2026-03-24T17:33:00
twitter,tw_2403_0352,WhaleScope,social spike watch,PEPE buyers defending support aggressively.,PEPE,WhaleScope,410,0.002,2026-03-24T17:36:00
twitter,tw_2403_0353,MacroMeme,social spike watch,WIF range chop with selective strength.,WIF,MacroMeme,795,0.165,2026-03-24T17:39:00
twitter,tw_2403_0354,CryptoKing,social spike watch,BONK buyers defending support aggressively.,BONK,CryptoKing,826,0.143,2026-03-24T17:42:00
twitter,tw_2403_0355,MacroMeme,meme momentum,SHIB volume confirms trend continuation.,SHIB,MacroMeme,1029,0.099,2026-03-24T17:45:00
twitter,tw_2403_0356,ShibIntel,(doge OR pepe OR shib OR bonk OR wif) lang:en,SHIB range chop with selective strength.,SHIB,ShibIntel,1445,-0.305,2026-03-24T17:48:00
twitter,tw_2403_0357,CryptoKing,meme momentum,DOGE momentum still healthy despite volatility.,DOGE,CryptoKing,728,0.348,2026-03-24T17:51:00
twitter,tw_2403_0358,FrogCycle,meme momentum,DOGE rotation into meme basket continues.,DOGE,FrogCycle,805,0.111,2026-03-24T17:54:00
twitter,tw_2403_0359,AltcoinNora,(doge OR pepe OR shib OR bonk OR wif) lang:en,DOGE volume confirms trend continuation.,DOGE,AltcoinNora,1147,0.397,2026-03-24T17:57:00
twitter,tw_2403_0360,MemeRiskLab,(doge OR pepe OR shib OR bonk OR wif) lang:en,DOGE strong breakout with heavy engagement.,DOGE,MemeRiskLab,1222,0.709,2026-03-24T18:00:00
twitter,tw_2403_0361,MacroMeme,meme momentum,DOGE strong breakout with heavy engagement.,DOGE,MacroMeme,811,-0.002,2026-03-24T18:03:00
twitter,tw_2403_0362,AltcoinNora,(doge OR pepe OR shib OR bonk OR wif) lang:en,BONK rotation into meme basket continues.,BONK,AltcoinNora,976,-0.123,2026-03-24T18:06:00
twitter,tw_2403_0363,FrogCycle,(doge OR pepe OR shib OR bonk OR wif) lang:en,BONK community activity accelerating.,BONK,FrogCycle,882,0.135,2026-03-24T18:09:00
twitter,tw_2403_0364,FrogCycle,social spike watch,DOGE strong breakout with heavy engagement.,DOGE,FrogCycle,875,0.185,2026-03-24T18:12:00
twitter,tw_2403_0365,MemeRiskLab,meme momentum,DOGE sentiment cooling after leverage spike.,DOGE,MemeRiskLab,1157,0.23,2026-03-24T18:15:00
twitter,tw_2403_0366,ChainAlpha,meme momentum,WIF sentiment cooling after leverage spike.,WIF,ChainAlpha,565,0.377,2026-03-24T18:18:00
twitter,tw_2403_0367,MemeRiskLab,(doge OR pepe OR shib OR bonk OR wif) lang:en,SHIB volume confirms trend continuation.,SHIB,MemeRiskLab,914,0.395,2026-03-24T18:21:00
twitter,tw_2403_0368,ShibIntel,(doge OR pepe OR shib OR bonk OR wif) lang:en,PEPE sentiment cooling after leverage spike.,PEPE,ShibIntel,762,-0.135,2026-03-24T18:24:00
twitter,tw_2403_0369,WifSignals,(doge OR pepe OR shib OR bonk OR wif) lang:en,WIF sentiment cooling after leverage spike.,WIF,WifSignals,1148,-0.272,2026-03-24T18:27:00
twitter,tw_2403_0370,FrogCycle,social spike watch,PEPE buyers defending support aggressively.,PEPE,FrogCycle,831,0.463,2026-03-24T18:30:00
twitter,tw_2403_0371,ShibIntel,social spike watch,BONK volume confirms trend continuation.,BONK,ShibIntel,654,-0.197,2026-03-24T18:33:00
twitter,tw_2403_0372,MacroMeme,social spike watch,PEPE volume confirms trend continuation.,PEPE,MacroMeme,768,0.826,2026-03-24T18:36:00
twitter,tw_2403_0373,ChainAlpha,meme momentum,WIF community activity accelerating.,WIF,ChainAlpha,760,-0.318,2026-03-24T18:39:00
twitter,tw_2403_0374,MemeRiskLab,meme momentum,WIF rotation into meme basket continues.,WIF,MemeRiskLab,602,0.391,2026-03-24T18:42:00
twitter,tw_2403_0375,FrogCycle,(doge OR pepe OR shib OR bonk OR wif) lang:en,PEPE momentum still healthy despite volatility.,PEPE,FrogCycle,1090,-0.31,2026-03-24T18:45:00
twitter,tw_2403_0376,MemePulse,meme momentum,BONK buyers defending support aggressively.,BONK,MemePulse,1116,0.83,2026-03-24T18:48:00
twitter,tw_2403_0377,DegenDesk,meme momentum,PEPE volume confirms trend continuation.,PEPE,DegenDesk,477,0.539,2026-03-24T18:51:00
twitter,tw_2403_0378,AltcoinNora,meme momentum,DOGE sentiment cooling after leverage spike.,DOGE,AltcoinNora,655,0.409,2026-03-24T18:54:00
twitter,tw_2403_0379,DegenDesk,social spike watch,BONK watch exchange inflow risk.,BONK,DegenDesk,732,0.258,2026-03-24T18:57:00
twitter,tw_2403_0380,MemePulse,meme momentum,SHIB new wave of retail mentions.,SHIB,MemePulse,452,0.098,2026-03-24T19:00:00
twitter,tw_2403_0381,DegenDesk,meme momentum,SHIB buyers defending support aggressively.,SHIB,DegenDesk,1115,0.245,2026-03-24T19:03:00
twitter,tw_2403_0382,ChainAlpha,meme momentum,DOGE buyers defending support aggressively.,DOGE,ChainAlpha,862,0.026,2026-03-24T19:06:00
twitter,tw_2403_0383,AltcoinNora,(doge OR pepe OR shib OR bonk OR wif) lang:en,SHIB community activity accelerating.,SHIB,AltcoinNora,753,0.192,2026-03-24T19:09:00
twitter,tw_2403_0384,BonkRadar,(doge OR pepe OR shib OR bonk OR wif) lang:en,SHIB volume confirms trend continuation.,SHIB,BonkRadar,561,0.155,2026-03-24T19:12:00
twitter,tw_2403_0385,AltcoinNora,meme momentum,WIF community activity accelerating.,WIF,AltcoinNora,959,-0.053,2026-03-24T19:15:00
twitter,tw_2403_0386,MemeRiskLab,meme momentum,SHIB community activity accelerating.,SHIB,MemeRiskLab,811,0.207,2026-03-24T19:18:00
twitter,tw_2403_0387,WhaleScope,(doge OR pepe OR shib OR bonk OR wif) lang:en,DOGE range chop with selective strength.,DOGE,WhaleScope,847,-0.532,2026-03-24T19:21:00
twitter,tw_2403_0388,ChainAlpha,(doge OR pepe OR shib OR bonk OR wif) lang:en,BONK volume confirms trend continuation.,BONK,ChainAlpha,1519,-0.116,2026-03-24T19:24:00
twitter,tw_2403_0389,DegenDesk,social spike watch,PEPE buyers defending support aggressively.,PEPE,DegenDesk,993,-0.613,2026-03-24T19:27:00
twitter,tw_2403_0390,MacroMeme,social spike watch,WIF watch exchange inflow risk.,WIF,MacroMeme,289,0.212,2026-03-24T19:30:00
twitter,tw_2403_0391,MemePulse,social spike watch,WIF rotation into meme basket continues.,WIF,MemePulse,768,-0.153,2026-03-24T19:33:00
twitter,tw_2403_0392,ChainAlpha,social spike watch,BONK momentum still healthy despite volatility.,BONK,ChainAlpha,881,0.289,2026-03-24T19:36:00
twitter,tw_2403_0393,FrogCycle,social spike watch,SHIB momentum still healthy despite volatility.,SHIB,FrogCycle,1125,-0.159,2026-03-24T19:39:00
twitter,tw_2403_0394,ChainAlpha,(doge OR pepe OR shib OR bonk OR wif) lang:en,SHIB buyers defending support aggressively.,SHIB,ChainAlpha,609,-0.104,2026-03-24T19:42:00
twitter,tw_2403_0395,WifSignals,meme momentum,WIF range chop with selective strength.,WIF,WifSignals,835,-0.273,2026-03-24T19:45:00
twitter,tw_2403_0396,WhaleScope,social spike watch,DOGE strong breakout with heavy engagement.,DOGE,WhaleScope,689,-0.307,2026-03-24T19:48:00
twitter,tw_2403_0397,WifSignals,social spike watch,SHIB community activity accelerating.,SHIB,WifSignals,1050,-0.429,2026-03-24T19:51:00
twitter,tw_2403_0398,MacroMeme,social spike watch,WIF sentiment cooling after leverage spike.,WIF,MacroMeme,1220,-0.17,2026-03-24T19:54:00
twitter,tw_2403_0399,DegenDesk,social spike watch,SHIB momentum still healthy despite volatility.,SHIB,DegenDesk,1048,-0.097,2026-03-24T19:57:00
twitter,tw_2403_0400,BonkRadar,social spike watch,BONK volume confirms trend continuation.,BONK,BonkRadar,1090,-0.298,2026-03-24T20:00:00
twitter,tw_2403_0401,WifSignals,(doge OR pepe OR shib OR bonk OR wif) lang:en,SHIB sentiment cooling after leverage spike.,SHIB,WifSignals,631,-0.007,2026-03-24T20:03:00
twitter,tw_2403_0402,MemeRiskLab,(doge OR pepe OR shib OR bonk OR wif) lang:en,BONK momentum still healthy despite volatility.,BONK,MemeRiskLab,724,0.188,2026-03-24T20:06:00
twitter,tw_2403_0403,FrogCycle,meme momentum,SHIB community activity accelerating.,SHIB,FrogCycle,1187,0.242,2026-03-24T20:09:00
twitter,tw_2403_0404,MemeRiskLab,meme momentum,PEPE sentiment cooling after leverage spike.,PEPE,MemeRiskLab,840,-0.172,2026-03-24T20:12:00
twitter,tw_2403_0405,DegenDesk,social spike watch,WIF community activity accelerating.,WIF,DegenDesk,716,0.581,2026-03-24T20:15:00
twitter,tw_2403_0406,BonkRadar,social spike watch,DOGE rotation into meme basket continues.,DOGE,BonkRadar,1063,0.535,2026-03-24T20:18:00
twitter,tw_2403_0407,FrogCycle,(doge OR pepe OR shib OR bonk OR wif) lang:en,BONK new wave of retail mentions.,BONK,FrogCycle,909,0.074,2026-03-24T20:21:00
twitter,tw_2403_0408,WifSignals,meme momentum,WIF buyers defending support aggressively.,WIF,WifSignals,1222,0.044,2026-03-24T20:24:00
twitter,tw_2403_0409,AltcoinNora,(doge OR pepe OR shib OR bonk OR wif) lang:en,BONK buyers defending support aggressively.,BONK,AltcoinNora,846,-0.054,2026-03-24T20:27:00
twitter,tw_2403_0410,WifSignals,meme momentum,DOGE rotation into meme basket continues.,DOGE,WifSignals,594,-0.067,2026-03-24T20:30:00
twitter,tw_2403_0411,CryptoKing,(doge OR pepe OR shib OR bonk OR wif) lang:en,PEPE volume confirms trend continuation.,PEPE,CryptoKing,244,0.493,2026-03-24T20:33:00
twitter,tw_2403_0412,MacroMeme,(doge OR pepe OR shib OR bonk OR wif) lang:en,DOGE strong breakout with heavy engagement.,DOGE,MacroMeme,1052,0.111,2026-03-24T20:36:00
twitter,tw_2403_0413,MemePulse,social spike watch,PEPE new wave of retail mentions.,PEPE,MemePulse,870,-0.155,2026-03-24T20:39:00
twitter,tw_2403_0414,DegenDesk,social spike watch,PEPE strong breakout with heavy engagement.,PEPE,DegenDesk,517,0.693,2026-03-24T20:42:00
twitter,tw_2403_0415,FrogCycle,meme momentum,WIF new wave of retail mentions.,WIF,FrogCycle,834,-0.267,2026-03-24T20:45:00
twitter,tw_2403_0416,MemeRiskLab,(doge OR pepe OR shib OR bonk OR wif) lang:en,DOGE new wave of retail mentions.,DOGE,MemeRiskLab,821,0.459,2026-03-24T20:48:00
twitter,tw_2403_0417,CryptoKing,(doge OR pepe OR shib OR bonk OR wif) lang:en,WIF rotation into meme basket continues.,WIF,CryptoKing,997,-0.679,2026-03-24T20:51:00
twitter,tw_2403_0418,ChainAlpha,(doge OR pepe OR shib OR bonk OR wif) lang:en,DOGE volume confirms trend continuation.,DOGE,ChainAlpha,972,0.084,2026-03-24T20:54:00
twitter,tw_2403_0419,ChainAlpha,meme momentum,PEPE new wave of retail mentions.,PEPE,ChainAlpha,1222,0.084,2026-03-24T20:57:00
twitter,tw_2403_0420,CryptoKing,(doge OR pepe OR shib OR bonk OR wif) lang:en,SHIB rotation into meme basket continues.,SHIB,CryptoKing,541,0.1,2026-03-24T21:00:00
twitter,tw_2403_0421,CryptoKing,social spike watch,BONK watch exchange inflow risk.,BONK,CryptoKing,856,0.768,2026-03-24T21:03:00
twitter,tw_2403_0422,ShibIntel,social spike watch,DOGE buyers defending support aggressively.,DOGE,ShibIntel,1267,0.264,2026-03-24T21:06:00
twitter,tw_2403_0423,FrogCycle,meme momentum,SHIB volume confirms trend continuation.,SHIB,FrogCycle,851,0.608,2026-03-24T21:09:00
twitter,tw_2403_0424,MemePulse,social spike watch,PEPE momentum still healthy despite volatility.,PEPE,MemePulse,1438,-0.173,2026-03-24T21:12:00
twitter,tw_2403_0425,MemePulse,(doge OR pepe OR shib OR bonk OR wif) lang:en,SHIB new wave of retail mentions.,SHIB,MemePulse,1153,0.815,2026-03-24T21:15:00
twitter,tw_2403_0426,ChainAlpha,(doge OR pepe OR shib OR bonk OR wif) lang:en,BONK momentum still healthy despite volatility.,BONK,ChainAlpha,583,0.073,2026-03-24T21:18:00
twitter,tw_2403_0427,WifSignals,social spike watch,SHIB volume confirms trend continuation.,SHIB,WifSignals,1078,-0.454,2026-03-24T21:21:00
twitter,tw_2403_0428,ShibIntel,meme momentum,WIF community activity accelerating.,WIF,ShibIntel,547,0.557,2026-03-24T21:24:00
twitter,tw_2403_0429,MemeRiskLab,social spike watch,SHIB momentum still healthy despite volatility.,SHIB,MemeRiskLab,703,-0.172,2026-03-24T21:27:00
twitter,tw_2403_0430,CryptoKing,(doge OR pepe OR shib OR bonk OR wif) lang:en,PEPE new wave of retail mentions.,PEPE,CryptoKing,1110,-0.149,2026-03-24T21:30:00
twitter,tw_2403_0431,WifSignals,meme momentum,BONK strong breakout with heavy engagement.,BONK,WifSignals,863,0.127,2026-03-24T21:33:00
twitter,tw_2403_0432,FrogCycle,(doge OR pepe OR shib OR bonk OR wif) lang:en,PEPE new wave of retail mentions.,PEPE,FrogCycle,485,0.109,2026-03-24T21:36:00
twitter,tw_2403_0433,CryptoKing,social spike watch,SHIB new wave of retail mentions.,SHIB,CryptoKing,435,-0.493,2026-03-24T21:39:00
twitter,tw_2403_0434,WhaleScope,(doge OR pepe OR shib OR bonk OR wif) lang:en,WIF rotation into meme basket continues.,WIF,WhaleScope,563,-0.502,2026-03-24T21:42:00
twitter,tw_2403_0435,AltcoinNora,social spike watch,DOGE strong breakout with heavy engagement.,DOGE,AltcoinNora,783,0.443,2026-03-24T21:45:00
twitter,tw_2403_0436,MemeRiskLab,social spike watch,PEPE new wave of retail mentions.,PEPE,MemeRiskLab,771,0.355,2026-03-24T21:48:00
twitter,tw_2403_0437,DegenDesk,(doge OR pepe OR shib OR bonk OR wif) lang:en,WIF watch exchange inflow risk.,WIF,DegenDesk,757,-0.091,2026-03-24T21:51:00
twitter,tw_2403_0438,BonkRadar,meme momentum,SHIB rotation into meme basket continues.,SHIB,BonkRadar,526,0.388,2026-03-24T21:54:00
twitter,tw_2403_0439,AltcoinNora,(doge OR pepe OR shib OR bonk OR wif) lang:en,BONK strong breakout with heavy engagement.,BONK,AltcoinNora,775,0.628,2026-03-24T21:57:00
twitter,tw_2403_0440,AltcoinNora,meme momentum,DOGE watch exchange inflow risk.,DOGE,AltcoinNora,949,-0.129,2026-03-24T22:00:00
twitter,tw_2403_0441,MemePulse,social spike watch,SHIB watch exchange inflow risk.,SHIB,MemePulse,668,-0.313,2026-03-24T22:03:00
twitter,tw_2403_0442,CryptoKing,meme momentum,SHIB community activity accelerating.,SHIB,CryptoKing,715,0.529,2026-03-24T22:06:00
twitter,tw_2403_0443,AltcoinNora,social spike watch,DOGE sentiment cooling after leverage spike.,DOGE,AltcoinNora,790,0.486,2026-03-24T22:09:00
twitter,tw_2403_0444,DegenDesk,social spike watch,WIF watch exchange inflow risk.,WIF,DegenDesk,895,0.291,2026-03-24T22:12:00
twitter,tw_2403_0445,FrogCycle,meme momentum,BONK community activity accelerating.,BONK,FrogCycle,884,-0.566,2026-03-24T22:15:00
twitter,tw_2403_0446,WhaleScope,social spike watch,DOGE strong breakout with heavy engagement.,DOGE,WhaleScope,1212,-0.084,2026-03-24T22:18:00
twitter,tw_2403_0447,BonkRadar,(doge OR pepe OR shib OR bonk OR wif) lang:en,DOGE rotation into meme basket continues.,DOGE,BonkRadar,563,-0.461,2026-03-24T22:21:00
twitter,tw_2403_0448,AltcoinNora,meme momentum,WIF rotation into meme basket continues.,WIF,AltcoinNora,838,0.32,2026-03-24T22:24:00
twitter,tw_2403_0449,MacroMeme,(doge OR pepe OR shib OR bonk OR wif) lang:en,DOGE buyers defending support aggressively.,DOGE,MacroMeme,1036,0.28,2026-03-24T22:27:00
twitter,tw_2403_0450,AltcoinNora,social spike watch,BONK range chop with selective strength.,BONK,AltcoinNora,1152,-0.039,2026-03-24T22:30:00
twitter,tw_2403_0451,MacroMeme,(doge OR pepe OR shib OR bonk OR wif) lang:en,DOGE buyers defending support aggressively.,DOGE,MacroMeme,1031,-0.087,2026-03-24T22:33:00
twitter,tw_2403_0452,MemeRiskLab,meme momentum,SHIB volume confirms trend continuation.,SHIB,MemeRiskLab,761,0.731,2026-03-24T22:36:00
twitter,tw_2403_0453,MemeRiskLab,meme momentum,SHIB range chop with selective strength.,SHIB,MemeRiskLab,712,-0.111,2026-03-24T22:39:00
twitter,tw_2403_0454,FrogCycle,social spike watch,BONK rotation into meme basket continues.,BONK,FrogCycle,711,0.178,2026-03-24T22:42:00
twitter,tw_2403_0455,MemeRiskLab,meme momentum,BONK watch exchange inflow risk.,BONK,MemeRiskLab,271,0.329,2026-03-24T22:45:00
twitter,tw_2403_0456,ShibIntel,social spike watch,DOGE momentum still healthy despite volatility.,DOGE,ShibIntel,878,-0.17,2026-03-24T22:48:00
twitter,tw_2403_0457,BonkRadar,social spike watch,SHIB sentiment cooling after leverage spike.,SHIB,BonkRadar,1126,0.166,2026-03-24T22:51:00
twitter,tw_2403_0458,MemePulse,(doge OR pepe OR shib OR bonk OR wif) lang:en,PEPE volume confirms trend continuation.,PEPE,MemePulse,827,0.346,2026-03-24T22:54:00
twitter,tw_2403_0459,FrogCycle,social spike watch,PEPE range chop with selective strength.,PEPE,FrogCycle,802,-0.348,2026-03-24T22:57:00
twitter,tw_2403_0460,BonkRadar,(doge OR pepe OR shib OR bonk OR wif) lang:en,SHIB rotation into meme basket continues.,SHIB,BonkRadar,888,0.0,2026-03-24T23:00:00
twitter,tw_2403_0461,CryptoKing,meme momentum,DOGE watch exchange inflow risk.,DOGE,CryptoKing,866,0.2,2026-03-24T23:03:00
twitter,tw_2403_0462,AltcoinNora,meme momentum,DOGE watch exchange inflow risk.,DOGE,AltcoinNora,612,-0.63,2026-03-24T23:06:00
twitter,tw_2403_0463,DegenDesk,(doge OR pepe OR shib OR bonk OR wif) lang:en,DOGE sentiment cooling after leverage spike.,DOGE,DegenDesk,282,0.489,2026-03-24T23:09:00
twitter,tw_2403_0464,WifSignals,(doge OR pepe OR shib OR bonk OR wif) lang:en,BONK community activity accelerating.,BONK,WifSignals,1178,0.592,2026-03-24T23:12:00
twitter,tw_2403_0465,MemePulse,social spike watch,BONK community activity accelerating.,BONK,MemePulse,20,0.539,2026-03-24T23:15:00
twitter,tw_2403_0466,WifSignals,meme momentum,BONK new wave of retail mentions.,BONK,WifSignals,1101,-0.132,2026-03-24T23:18:00
twitter,tw_2403_0467,WifSignals,social spike watch,PEPE volume confirms trend continuation.,PEPE,WifSignals,972,-0.443,2026-03-24T23:21:00
twitter,tw_2403_0468,DegenDesk,meme momentum,WIF watch exchange inflow risk.,WIF,DegenDesk,997,-0.058,2026-03-24T23:24:00
twitter,tw_2403_0469,CryptoKing,social spike watch,WIF sentiment cooling after leverage spike.,WIF,CryptoKing,1203,0.391,2026-03-24T23:27:00
twitter,tw_2403_0470,MemeRiskLab,(doge OR pepe OR shib OR bonk OR wif) lang:en,SHIB buyers defending support aggressively.,SHIB,MemeRiskLab,640,-0.045,2026-03-24T23:30:00
twitter,tw_2403_0471,MemePulse,social spike watch,BONK momentum still healthy despite volatility.,BONK,MemePulse,865,0.716,2026-03-24T23:33:00
twitter,tw_2403_0472,ChainAlpha,(doge OR pepe OR shib OR bonk OR wif) lang:en,SHIB watch exchange inflow risk.,SHIB,ChainAlpha,935,0.005,2026-03-24T23:36:00
twitter,tw_2403_0473,BonkRadar,social spike watch,DOGE strong breakout with heavy engagement.,DOGE,BonkRadar,451,-0.234,2026-03-24T23:39:00
twitter,tw_2403_0474,MemePulse,(doge OR pepe OR shib OR bonk OR wif) lang:en,PEPE community activity accelerating.,PEPE,MemePulse,1051,-0.588,2026-03-24T23:42:00
twitter,tw_2403_0475,AltcoinNora,social spike watch,BONK sentiment cooling after leverage spike.,BONK,AltcoinNora,1200,-0.104,2026-03-24T23:45:00
twitter,tw_2403_0476,ShibIntel,meme momentum,DOGE rotation into meme basket continues.,DOGE,ShibIntel,1084,-0.059,2026-03-24T23:48:00
twitter,tw_2403_0477,MemeRiskLab,(doge OR pepe OR shib OR bonk OR wif) lang:en,SHIB community activity accelerating.,SHIB,MemeRiskLab,888,-0.301,2026-03-24T23:51:00
twitter,tw_2403_0478,DegenDesk,(doge OR pepe OR shib OR bonk OR wif) lang:en,DOGE momentum still healthy despite volatility.,DOGE,DegenDesk,495,0.118,2026-03-24T23:54:00
twitter,tw_2403_0479,AltcoinNora,(doge OR pepe OR shib OR bonk OR wif) lang:en,SHIB community activity accelerating.,SHIB,AltcoinNora,855,0.065,2026-03-24T23:57:00
twitter,tw_2403_0480,MacroMeme,social spike watch,DOGE new wave of retail mentions.,DOGE,MacroMeme,211,0.142,2026-03-25T00:00:00
twitter,tw_2403_0481,FrogCycle,social spike watch,PEPE buyers defending support aggressively.,PEPE,FrogCycle,932,-0.442,2026-03-25T00:03:00
twitter,tw_2403_0482,DegenDesk,social spike watch,PEPE buyers defending support aggressively.,PEPE,DegenDesk,600,-0.156,2026-03-25T00:06:00
twitter,tw_2403_0483,ChainAlpha,meme momentum,WIF sentiment cooling after leverage spike.,WIF,ChainAlpha,717,0.371,2026-03-25T00:09:00
twitter,tw_2403_0484,MemePulse,meme momentum,PEPE volume confirms trend continuation.,PEPE,MemePulse,239,0.154,2026-03-25T00:12:00
twitter,tw_2403_0485,CryptoKing,social spike watch,WIF buyers defending support aggressively.,WIF,CryptoKing,334,0.373,2026-03-25T00:15:00
twitter,tw_2403_0486,MemePulse,(doge OR pepe OR shib OR bonk OR wif) lang:en,WIF momentum still healthy despite volatility.,WIF,MemePulse,1218,0.476,2026-03-25T00:18:00
twitter,tw_2403_0487,AltcoinNora,social spike watch,WIF range chop with selective strength.,WIF,AltcoinNora,1185,0.535,2026-03-25T00:21:00
twitter,tw_2403_0488,WhaleScope,meme momentum,SHIB rotation into meme basket continues.,SHIB,WhaleScope,1061,-0.283,2026-03-25T00:24:00
twitter,tw_2403_0489,BonkRadar,social spike watch,BONK momentum still healthy despite volatility.,BONK,BonkRadar,1216,0.455,2026-03-25T00:27:00
twitter,tw_2403_0490,FrogCycle,social spike watch,DOGE momentum still healthy despite volatility.,DOGE,FrogCycle,568,-0.481,2026-03-25T00:30:00
twitter,tw_2403_0491,CryptoKing,meme momentum,DOGE volume confirms trend continuation.,DOGE,CryptoKing,983,0.037,2026-03-25T00:33:00
twitter,tw_2403_0492,CryptoKing,meme momentum,PEPE watch exchange inflow risk.,PEPE,CryptoKing,955,0.057,2026-03-25T00:36:00
twitter,tw_2403_0493,AltcoinNora,social spike watch,WIF range chop with selective strength.,WIF,AltcoinNora,855,-0.419,2026-03-25T00:39:00
twitter,tw_2403_0494,MemeRiskLab,(doge OR pepe OR shib OR bonk OR wif) lang:en,BONK buyers defending support aggressively.,BONK,MemeRiskLab,470,0.259,2026-03-25T00:42:00
twitter,tw_2403_0495,MemePulse,social spike watch,WIF sentiment cooling after leverage spike.,WIF,MemePulse,819,-0.334,2026-03-25T00:45:00
twitter,tw_2403_0496,MemeRiskLab,social spike watch,BONK momentum still healthy despite volatility.,BONK,MemeRiskLab,932,-0.04,2026-03-25T00:48:00
twitter,tw_2403_0497,BonkRadar,meme momentum,SHIB volume confirms trend continuation.,SHIB,BonkRadar,810,0.934,2026-03-25T00:51:00
twitter,tw_2403_0498,WhaleScope,(doge OR pepe OR shib OR bonk OR wif) lang:en,PEPE rotation into meme basket continues.,PEPE,WhaleScope,826,0.254,2026-03-25T00:54:00
twitter,tw_2403_0499,DegenDesk,(doge OR pepe OR shib OR bonk OR wif) lang:en,SHIB sentiment cooling after leverage spike.,SHIB,DegenDesk,812,-0.209,2026-03-25T00:57:00
twitter,tw_2403_0500,MacroMeme,meme momentum,WIF volume confirms trend continuation.,WIF,MacroMeme,680,0.371,2026-03-25T01:00:00
